RT-LEGAL-004	HOST-PUBLIC	/legal/refunds
RT-LEGAL-005	HOST-PUBLIC	/legal/marketplace-disclaimer
RT-LEGAL-006	HOST-PUBLIC	/legal/verification-disclaimer
RT-LEGAL-007	HOST-PUBLIC	/legal/acceptable-use
RT-LEGAL-008	HOST-PUBLIC	/legal/copyright
RT-LEGAL-009	HOST-PUBLIC	/legal/grievance
RT-LEGAL-010	HOST-PUBLIC	/legal/version/[policyType]/[versionId]
RT-REPORT-001	HOST-PUBLIC	/report
RT-REPORT-002	HOST-PUBLIC	/reports
RT-REPORT-003	HOST-PUBLIC	/reports/[casePublicId]
RT-SUPPORT-001	HOST-PUBLIC	/support
RT-SUPPORT-002	HOST-PUBLIC	/support/tickets
RT-SUPPORT-003	HOST-PUBLIC	/support/tickets/[ticketPublicId]
RT-SUPPORT-004	HOST-PUBLIC	/privacy/request
RT-ACCOUNT-001	HOST-PUBLIC	/account
RT-ACCOUNT-002	HOST-PUBLIC	/account/profile
RT-ACCOUNT-003	HOST-PUBLIC	/account/security
RT-ACCOUNT-004	HOST-PUBLIC	/account/verification
RT-ACCOUNT-005	HOST-PUBLIC	/account/notifications
RT-ACCOUNT-006	HOST-PUBLIC	/account/privacy
RT-ACCOUNT-007	HOST-PUBLIC	/account/role-change
RT-ACCOUNT-008	HOST-PUBLIC	/account/subscription
RT-ACCOUNT-009	HOST-PUBLIC	/account/usage
RT-ACCOUNT-010	HOST-PUBLIC	/account/billing
RT-ACCOUNT-011	HOST-PUBLIC	/account/payments
RT-ACCOUNT-012	HOST-PUBLIC	/account/invoices
RT-ACCOUNT-013	HOST-PUBLIC	/account/invoices/[invoiceId]
RT-ACCOUNT-014	HOST-PUBLIC	/account/refunds
RT-ACCOUNT-015	HOST-PUBLIC	/account/refunds/[refundId]
RT-ACCOUNT-016	HOST-PUBLIC	/account/checkout/[quoteId]
RT-ACCOUNT-017	HOST-PUBLIC	/account/payment-result/[orderPublicId]
RT-ACCOUNT-018	HOST-PUBLIC	/account/data-export
RT-ACCOUNT-019	HOST-PUBLIC	/account/delete
RT-ACCOUNT-020	HOST-PUBLIC	/account/policy-acceptance
RT-OWNER-001	HOST-PUBLIC	/owner
RT-OWNER-002	HOST-PUBLIC	/owner/properties
RT-OWNER-003	HOST-PUBLIC	/owner/properties/new
RT-OWNER-004	HOST-PUBLIC	/owner/properties/[propertyId]
RT-OWNER-005	HOST-PUBLIC	/owner/properties/[propertyId]/edit
RT-OWNER-006	HOST-PUBLIC	/owner/properties/[propertyId]/preview
RT-OWNER-007	HOST-PUBLIC	/owner/properties/[propertyId]/leads
RT-OWNER-008	HOST-PUBLIC	/owner/leads
RT-OWNER-009	HOST-PUBLIC	/owner/leads/[leadId]
RT-OWNER-010	HOST-PUBLIC	/owner/requirements
RT-OWNER-011	HOST-PUBLIC	/owner/requirements/new
RT-OWNER-012	HOST-PUBLIC	/owner/requirements/[requirementId]
RT-OWNER-013	HOST-PUBLIC	/owner/requirements/[requirementId]/edit
RT-OWNER-014	HOST-PUBLIC	/owner/proposals
RT-OWNER-015	HOST-PUBLIC	/owner/proposals/[proposalId]
RT-OWNER-016	HOST-PUBLIC	/owner/activity
RT-OWNER-017	HOST-PUBLIC	/owner/support
RT-BROKER-001	HOST-BROKER	/
RT-BROKER-002	HOST-BROKER	/listings
RT-BROKER-003	HOST-BROKER	/listings/new
RT-BROKER-004	HOST-BROKER	/listings/[propertyId]
RT-BROKER-005	HOST-BROKER	/listings/[propertyId]/edit
RT-BROKER-006	HOST-BROKER	/listings/[propertyId]/preview
RT-BROKER-007	HOST-BROKER	/listings/[propertyId]/leads
RT-BROKER-008	HOST-BROKER	/leads
RT-BROKER-009	HOST-BROKER	/leads/[leadId]
RT-BROKER-010	HOST-BROKER	/requirements
RT-BROKER-011	HOST-BROKER	/requirements/mine
RT-BROKER-012	HOST-BROKER	/requirements/new
RT-BROKER-013	HOST-BROKER	/requirements/[requirementId]
RT-BROKER-014	HOST-BROKER	/requirements/[requirementId]/edit
RT-BROKER-015	HOST-BROKER	/proposals
RT-BROKER-016	HOST-BROKER	/proposals/new
RT-BROKER-017	HOST-BROKER	/proposals/[proposalId]
RT-BROKER-018	HOST-BROKER	/agents
RT-BROKER-019	HOST-BROKER	/agents/invite
RT-BROKER-020	HOST-BROKER	/agents/[membershipId]
RT-BROKER-021	HOST-BROKER	/activity
RT-BROKER-022	HOST-BROKER	/profile
RT-BROKER-023	HOST-BROKER	/settings
RT-BROKER-024	HOST-BROKER	/subscription
RT-BROKER-025	HOST-BROKER	/support
RT-BUILDER-001	HOST-BUILDER	/
RT-BUILDER-002	HOST-BUILDER	/projects
RT-BUILDER-003	HOST-BUILDER	/projects/new
RT-BUILDER-004	HOST-BUILDER	/projects/[projectId]
RT-BUILDER-005	HOST-BUILDER	/projects/[projectId]/edit
RT-BUILDER-006	HOST-BUILDER	/projects/[projectId]/preview
RT-BUILDER-007	HOST-BUILDER	/projects/[projectId]/units
RT-BUILDER-008	HOST-BUILDER	/projects/[projectId]/units/new
RT-BUILDER-009	HOST-BUILDER	/projects/[projectId]/units/[unitId]
RT-BUILDER-010	HOST-BUILDER	/projects/[projectId]/units/[unitId]/edit
RT-BUILDER-011	HOST-BUILDER	/properties
RT-BUILDER-012	HOST-BUILDER	/properties/new
RT-BUILDER-013	HOST-BUILDER	/properties/[propertyId]
RT-BUILDER-014	HOST-BUILDER	/properties/[propertyId]/edit
RT-BUILDER-015	HOST-BUILDER	/leads
RT-BUILDER-016	HOST-BUILDER	/leads/[leadId]
RT-BUILDER-017	HOST-BUILDER	/campaigns
RT-BUILDER-018	HOST-BUILDER	/campaigns/new
RT-BUILDER-019	HOST-BUILDER	/campaigns/[campaignId]
RT-BUILDER-020	HOST-BUILDER	/campaigns/[campaignId]/edit
RT-BUILDER-021	HOST-BUILDER	/activity
RT-BUILDER-022	HOST-BUILDER	/profile
RT-BUILDER-023	HOST-BUILDER	/settings
RT-BUILDER-024	HOST-BUILDER	/subscription
RT-BUILDER-025	HOST-BUILDER	/support
RT-INT-001	HOST-INTERNAL	/
RT-INT-002	HOST-INTERNAL	/search
RT-INT-003	HOST-INTERNAL	/users
RT-INT-004	HOST-INTERNAL	/users/[userId]
RT-INT-005	HOST-INTERNAL	/workspaces
RT-INT-006	HOST-INTERNAL	/workspaces/[workspaceId]
RT-INT-007	HOST-INTERNAL	/moderation
RT-INT-008	HOST-INTERNAL	/moderation/properties
RT-INT-009	HOST-INTERNAL	/moderation/properties/[caseId]
RT-INT-010	HOST-INTERNAL	/moderation/projects
RT-INT-011	HOST-INTERNAL	/moderation/projects/[caseId]
RT-INT-012	HOST-INTERNAL	/moderation/profiles
RT-INT-013	HOST-INTERNAL	/moderation/profiles/[caseId]
RT-INT-014	HOST-INTERNAL	/moderation/requirements
RT-INT-015	HOST-INTERNAL	/moderation/requirements/[caseId]
RT-INT-016	HOST-INTERNAL	/moderation/campaigns
RT-INT-017	HOST-INTERNAL	/moderation/campaigns/[caseId]
RT-INT-018	HOST-INTERNAL	/verification
RT-INT-019	HOST-INTERNAL	/verification/[caseId]
RT-INT-020	HOST-INTERNAL	/reports
RT-INT-021	HOST-INTERNAL	/reports/[caseId]
RT-INT-022	HOST-INTERNAL	/support
RT-INT-023	HOST-INTERNAL	/support/[ticketId]
RT-INT-024	HOST-INTERNAL	/leads
RT-INT-025	HOST-INTERNAL	/leads/[leadId]
RT-INT-026	HOST-INTERNAL	/finance
RT-INT-027	HOST-INTERNAL	/finance/subscriptions
RT-INT-028	HOST-INTERNAL	/finance/subscriptions/[subscriptionId]
RT-INT-029	HOST-INTERNAL	/finance/payments
RT-INT-030	HOST-INTERNAL	/finance/payments/[paymentId]
RT-INT-031	HOST-INTERNAL	/finance/invoices
RT-INT-032	HOST-INTERNAL	/finance/invoices/[invoiceId]
RT-INT-033	HOST-INTERNAL	/finance/refunds
RT-INT-034	HOST-INTERNAL	/finance/refunds/[refundId]
RT-INT-035	HOST-INTERNAL	/plans
RT-INT-036	HOST-INTERNAL	/plans/[planVersionId]
RT-INT-037	HOST-INTERNAL	/cms
RT-INT-038	HOST-INTERNAL	/cms/new
RT-INT-039	HOST-INTERNAL	/cms/[entryId]
RT-INT-040	HOST-INTERNAL	/seo
RT-INT-041	HOST-INTERNAL	/seo/landings
RT-INT-042	HOST-INTERNAL	/seo/redirects
RT-INT-043	HOST-INTERNAL	/seo/sitemaps
RT-INT-044	HOST-INTERNAL	/legal
RT-INT-045	HOST-INTERNAL	/legal/[policyVersionId]
RT-INT-046	HOST-INTERNAL	/announcements
RT-INT-047	HOST-INTERNAL	/announcements/[announcementId]
RT-INT-048	HOST-INTERNAL	/taxonomy
RT-INT-049	HOST-INTERNAL	/locations
RT-INT-050	HOST-INTERNAL	/system/providers
RT-INT-051	HOST-INTERNAL	/system/feature-flags
RT-INT-052	HOST-INTERNAL	/system/maintenance
RT-INT-053	HOST-INTERNAL	/system/jobs
RT-INT-054	HOST-INTERNAL	/system/usage
RT-INT-055	HOST-INTERNAL	/incidents
RT-INT-056	HOST-INTERNAL	/incidents/[incidentId]
RT-INT-057	HOST-INTERNAL	/audit
RT-INT-058	HOST-INTERNAL	/security
RT-INT-059	HOST-INTERNAL	/recovery/deleted
RT-INT-060	HOST-INTERNAL	/recovery/deleted/[entityType]/[entityId]
RT-INT-061	HOST-INTERNAL	/recovery/purge-jobs
RT-INT-062	HOST-INTERNAL	/access
RT-SYS-001	HOST-PUBLIC	/not-found
RT-SYS-002	HOST-PUBLIC	/gone
RT-SYS-003	HOST-PUBLIC	/forbidden
RT-SYS-004	HOST-PUBLIC	/restricted
RT-SYS-005	HOST-PUBLIC	/maintenance
RT-SYS-006	HOST-PUBLIC	/unavailable
RT-SYS-007	HOST-PUBLIC	/rate-limited
RT-SYS-008	HOST-PUBLIC	/error
